name,samecase,ispass,bugfreeid,comments,failnum
近5日上涨10%以上,NULL,0,0,NULL,0
最近三年年主营收入环比减少,NULL,0,0,NULL,0
每股年收益大于0.5元的股票,NULL,0,0,NULL,0
近半年 股价上涨30%,NULL,0,0,NULL,0
稀土永磁概念,NULL,0,0,NULL,0
连续三年净利润率大于30%，净资产收益率大于10%,NULL,0,0,NULL,0
上周股价最高,NULL,0,0,NULL,0
股价在18-24元的股票,NULL,0,0,NULL,0
海南有哪些股票,NULL,0,0,NULL,0
半年来跌幅超过50%的股票,NULL,0,0,NULL,0
连续五年净利润大于50%,NULL,0,0,NULL,0
 金改概念,NULL,0,0,NULL,0
水泥行业上市公司,NULL,0,0,NULL,0
经营范围包括LED,NULL,0,0,NULL,0
市盈率低于15倍的股票,NULL,0,0,NULL,0
上海小盘本地股,NULL,0,0,NULL,0
股本小于3亿，连续2天换手大于2%,NULL,0,0,NULL,0
毛利率大于70%，医药,NULL,0,0,NULL,0
净资产收益率超10%,NULL,0,0,NULL,0
2012年中报增长100的股票,NULL,0,0,NULL,0
一季度收益大于0.5,NULL,0,0,NULL,0
连续五年市盈率20以下的股票,NULL,0,0,NULL,0
每股收益超过1元,NULL,0,0,NULL,0
连续5年每股收益大于1元,NULL,0,0,NULL,0
"市值小于200亿,年收入复合增长率大于30%",NULL,0,0,NULL,0
锂电池产业概念股,NULL,0,0,NULL,0
连续5年每股收益大于2元 peg<1,NULL,0,0,NULL,0
连续5年每股收益大于2元 peg<2,NULL,0,0,NULL,0
连续5年每股收益大于2元 peg<3,NULL,0,0,NULL,0
流通股本在一亿以下的上市公司,NULL,0,0,NULL,0
2012年中报中药股预增10%以上的股票,NULL,0,0,NULL,0
2012半年报净利润增长幅度为100%至70%,NULL,0,0,NULL,0
页岩气板块,NULL,0,0,NULL,0
中报业绩大于100%,NULL,0,0,NULL,0
市盈率低于7，市净率低于2，净利润为正,NULL,0,0,NULL,0
金改受益股,NULL,0,0,NULL,0
连续五年股息率>3.5%,NULL,0,0,NULL,0
2012中报预增80%,NULL,0,0,NULL,0
连续3日上涨的股票,NULL,0,0,NULL,0
稀土 PE  EPS,NULL,0,0,NULL,0
2012年中报业绩预增大于20%的股票,NULL,0,0,NULL,0
煤炭  连续五年roe>15%,NULL,0,0,NULL,0
最近30天除权股,NULL,0,0,NULL,0
税收优惠相关股票,NULL,0,0,NULL,0
连续三年毛利率大于30%，每股eps大于0.5元，总市值小于200亿,NULL,0,0,NULL,0
市净率小于1的股票,NULL,0,0,NULL,0
2010年每股收红大于1元,NULL,0,0,NULL,0
净资产收益率大于20%，净利润大于50%，现金流为销售收入的10%以上,NULL,0,0,NULL,0
预收账款      应收账款  总市值  稀土永磁,NULL,0,0,NULL,0
连续3年收入增速大于20%，净利润增速大于20%,NULL,0,0,NULL,0
5天涨幅最大的股,NULL,0,0,NULL,0
市盈率<3，每股收益大于0的股票,NULL,0,0,NULL,0
稀缺资源的个股,NULL,0,0,NULL,0
近1个月 股价上涨20%；,NULL,0,0,NULL,0
基本每股收益0.41元,NULL,0,0,NULL,0
近2个月 股价上涨20%， 新能源,NULL,0,0,NULL,0
近5天连续上涨的,NULL,0,0,NULL,0
浙江省市盈率最低的股票,NULL,0,0,NULL,0
连涨七天,NULL,0,0,NULL,0
KDJ线金叉，macd金叉，,NULL,0,0,NULL,0
每股收益率最高,NULL,0,0,NULL,0
连涨天数大于5天的股票,NULL,0,0,NULL,0
浙江的pe>5,NULL,0,0,NULL,0
今年涨幅最大,NULL,0,0,NULL,0
触摸屏概念,NULL,0,0,NULL,0
涉及创业板的上市公司,NULL,0,0,NULL,0
有可能重组的股,NULL,0,0,NULL,0
哪些是大盘蓝筹股票,NULL,0,0,NULL,0
市盈率小于10 市净率小于1,NULL,0,0,NULL,0
食品 业绩大幅上升,NULL,0,0,NULL,0
经营性现金净流量(ttm)大于2000万,NULL,0,0,NULL,0
主营产品包括铝,NULL,0,0,NULL,0
2012中报预增的有色股票,NULL,0,0,NULL,0
近三个月换手率低于0.8%,NULL,0,0,NULL,0
一周内跌幅超过20%的股票,NULL,0,0,NULL,0
业绩预增大于100% 环保,NULL,0,0,NULL,0
生产碳酸锂,NULL,0,0,NULL,0
最小市值个股,NULL,0,0,NULL,0
新能源汽车股票,NULL,0,0,NULL,0
连续涨3天的股票,NULL,0,0,NULL,0
最便宜的股票,NULL,0,0,NULL,0
今年以来涨跌幅>100%收盘价,NULL,0,0,NULL,0
近期创阶段新高,NULL,0,0,NULL,0
连续5年净现金增长率大于1% 连续5年ROE大于9.5% 负债率小于70%,NULL,0,0,NULL,0
2012年中报预增40%以上的个股 最新价10元以下 市盈率0以上20倍以下,NULL,0,0,NULL,0
近五个交易日突破最近一年的高点,NULL,0,0,NULL,0
今日收盘创180日新高的个,NULL,0,0,NULL,0
2012年中报预增200%以上的股票,NULL,0,0,NULL,0
6月19日涨停个股,NULL,0,0,NULL,0
新疆概念股 龙头,NULL,0,0,NULL,0
多晶硅 PE EPS,NULL,0,0,NULL,0
中小盘股业绩增长,NULL,0,0,NULL,0
价格最低的股票,NULL,0,0,NULL,0
巴菲特概念股,NULL,0,0,NULL,0
股价在3元以下的股票,NULL,0,0,NULL,0
连续两年净利润增长率大于30%,NULL,0,0,NULL,0
职工人数大于5000的企业,NULL,0,0,NULL,0
近三年roe大于10%,NULL,0,0,NULL,0
最近三年盈利的小盘股,NULL,0,0,NULL,0
连续3天下跌,NULL,0,0,NULL,0
前一天交易日涨幅大于3%的股票,NULL,0,0,NULL,0
全部a股每股收益大于0.4元,NULL,0,0,NULL,0
预收账款最多小盘股,NULL,0,0,NULL,0
去年主营业务增长率最高,NULL,0,0,NULL,0
2012年区间涨跌幅大于30%,NULL,0,0,NULL,0
生产汽车的股,NULL,0,0,NULL,0
新疆板块股票,NULL,0,0,NULL,0
银行业股息率率最高的公司,NULL,0,0,NULL,0
净利增长率大于50%  2011年市盈率小于15  2008年以前上市,NULL,0,0,NULL,0
每股收益前10名的,NULL,0,0,NULL,0
网下超额认购倍数大于10倍,NULL,0,0,NULL,0
连续5年roe超20%,NULL,0,0,NULL,0
近3年净利润复合增长率大于50%,NULL,0,0,NULL,0
浙江 医药股,NULL,0,0,NULL,0
连续3天涨幅大于2%,NULL,0,0,NULL,0
2012年半年预增,NULL,0,0,NULL,0
目前资产重组股票,NULL,1,123,NULL,0
股市高送转概念,NULL,0,0,NULL,0
st有望摘帽的股票,NULL,0,0,NULL,0
纺织服装  三年收入增速>30% 净利润增速>30%,NULL,0,0,NULL,0
连续3年收入增长30%,NULL,0,0,NULL,0
毛利润率大于90%,NULL,0,0,NULL,0
连续5年净利润同比增长率大于40%,NULL,0,0,NULL,0
预盈200%以上5元以下的股票,NULL,0,0,NULL,0
沪深300指数名单,NULL,0,0,NULL,0
金改概念,NULL,0,0,NULL,0
渔业 eps pe roe,NULL,0,0,NULL,0
浙江的地产股,NULL,0,0,NULL,0
近5天连续下跌的,NULL,0,0,NULL,0
连续3年ROE大于12%，净利率大于15%，连续3年净利率增长率大于1%,NULL,0,0,NULL,0
2012年1季度预增,NULL,0,0,NULL,0
今年一季度收入增长70%以上,NULL,0,0,NULL,0
首次公开发行股票募集资金大于10亿,NULL,0,0,NULL,0
净资产负债率超过100%的地产公司,NULL,0,0,NULL,0
连续7年 净利润增长率大于20%,NULL,0,0,NULL,0
零售板块,NULL,0,0,NULL,0
连续三年 净利润复合增长率大于50% 创业板,NULL,1,0,NULL,22
连续5天下跌,NULL,0,0,NULL,0
连涨天数大于6天的股票,NULL,0,0,NULL,0
预测净利润连续三年增长100%,NULL,0,0,NULL,0
传媒板块中的重组上市公司,NULL,0,0,NULL,0
股价低于10元,NULL,0,0,NULL,0
连续三年净利润增长100%,NULL,0,0,NULL,0
市盈率低于15,NULL,0,0,NULL,0
次新股,NULL,0,0,NULL,0
主营业务收入增长率连续5年大于30%的上市公司,NULL,0,0,NULL,0
2012年中报预增100%以上的股票医药 食品,NULL,0,0,NULL,0
券商股,NULL,0,0,NULL,0
连续三年净利润增长率大于40%，连续三年分红,NULL,0,0,NULL,0
中报预增100%,NULL,0,0,NULL,0
汽车市盈率最低的股票,NULL,0,0,NULL,0
日换手率达20%,NULL,0,0,NULL,0
绍兴上市公司名单,NULL,0,0,NULL,0
业绩大幅度增长的低价股,NULL,0,0,NULL,0
小盘股有哪些,NULL,0,0,NULL,0
连续5年roe大于20%医药行业,NULL,0,0,NULL,0
中小板业绩高增长超200,NULL,0,0,NULL,0
2008年市盈率低于3的医药公司,NULL,0,0,NULL,0
前十大股东名称为华商盛世的股票,NULL,0,0,NULL,0
毛利率高于40%，净资产收益高于15%，净利率高于5%,NULL,0,0,NULL,0
最近三天涨幅超过20%,NULL,0,0,NULL,0
5年股息率大于3%,NULL,0,0,NULL,0
连续三年十股送十股,NULL,0,0,NULL,0
连续3年每股收益增长比80%以上,NULL,0,0,NULL,0
业绩高增长.高送转预期,NULL,0,0,NULL,0
净利润连续3年50%增长的房地产公司,NULL,0,0,NULL,14
房地产开发板块资金流入最大的股票,NULL,0,0,NULL,0
苹果概念股,NULL,0,0,NULL,0
2011年首发的股票,NULL,0,0,NULL,0
今年跌幅最大非st,NULL,0,0,NULL,0
家用电器,NULL,0,0,NULL,0
2012年中报业绩预增大于30%,NULL,0,0,NULL,0
利润大涨股票,NULL,0,0,NULL,0
核电概念股,NULL,0,0,NULL,0
股价在9元以下的股票,NULL,0,0,NULL,0
业绩大增200%,NULL,0,0,NULL,0
近三年roe大于30%并且毛利率大于50%,NULL,0,0,NULL,0
上海本地股有哪些零售类,NULL,0,0,NULL,0
奥运概念,NULL,0,0,NULL,0
生物医药今日跌幅最大的股票,NULL,0,0,NULL,0
海水淡化概念,NULL,0,0,NULL,0
MACD金叉股票,NULL,0,0,NULL,0
最近100个交易日跌幅排名,NULL,0,0,NULL,0
市净率0-2，中报预增的股票,NULL,0,0,NULL,0
总股本小于5000万的创业板股票,NULL,0,0,NULL,0
   低价强势股,NULL,0,0,NULL,0
市盈率小于20,NULL,0,0,NULL,0
北京水利股,NULL,0,0,NULL,0
十二五产业规划,NULL,0,0,NULL,0
节能环保股,NULL,0,0,NULL,0
风力发电,NULL,0,0,NULL,0
重庆资产重组股,NULL,0,0,NULL,0
主营产品为疫苗的股票,NULL,0,0,NULL,0
非汽车交运设备,NULL,0,0,NULL,0
创历史新高的个股,NULL,0,0,NULL,0
摘帽股有哪些,NULL,0,0,NULL,0
半年跌幅超过30%股,NULL,0,0,NULL,0
一个月股价下跌30%,NULL,0,0,NULL,0
2011年最挣钱的上市公司有哪些,NULL,0,0,NULL,0
中报业绩增长达100%的股票,NULL,1,0,NULL,4
毛利率大于50%的股票,NULL,0,0,NULL,0
毛利率连续三年高于60%的医药股,NULL,0,0,NULL,0
白酒行业主营业务收入,NULL,0,0,NULL,0
最近5日换手率高于20%的个股,NULL,0,0,NULL,0
连涨六天,NULL,0,0,NULL,0
2012中报利润增长百分之五十以上的股票,NULL,0,0,NULL,0
中小盘股,NULL,0,0,NULL,0
最近四天跌幅最大的股票,NULL,0,0,NULL,0
连续两年利润增长超过100%,NULL,0,0,NULL,0
上个月股价最低,NULL,0,0,NULL,0
2012年中报预增150%,NULL,0,0,NULL,0
2012年半年预增80%以上医药 食品,NULL,0,0,NULL,0
企业倍数(ev2/ebitda)大于3的金融股,NULL,0,0,NULL,0
中小板高送转股票,NULL,0,0,NULL,0
近两年跌幅最大的股票,NULL,0,0,NULL,0
今年跌幅最大,NULL,0,0,NULL,0
市盈率<20,NULL,0,0,NULL,0
成交数量=0,NULL,0,0,NULL,0
2012年一季度收入增长40%以上,NULL,0,0,NULL,0
昨日资金流入最多股票,NULL,0,0,NULL,0
业绩增超过50%,NULL,0,0,NULL,0
近3年每股经营性现金流都大于1元,NULL,0,0,NULL,0
"预盈200%以上,近5日上涨",NULL,0,0,NULL,0
连续5年利润总额同比增长大于30%,NULL,0,0,NULL,0
连续三年毛利率60%以上,NULL,0,0,NULL,0
2012第一季度利润增长100%以上,NULL,0,0,NULL,0
2012中报预增超过100%股,NULL,0,0,NULL,0
转增股本,NULL,0,0,NULL,0
毛利率60%以上净利率40以上的股票的医药股,NULL,0,0,NULL,0
年报有高送转预期,NULL,0,0,NULL,0
2012年中报预增30%以上的环保 股票,NULL,0,0,NULL,0
近期创股价历史新低股,NULL,0,0,NULL,0
2012中报业绩净利润预增200%的股票,NULL,0,0,NULL,0
连续三年净利润增幅超过100%,NULL,0,0,NULL,0
利润增长率大于30%,NULL,0,0,NULL,0
三个月跌幅最大,NULL,0,0,NULL,0
前两年每股收益大于0的ST公司 最新价,NULL,0,0,NULL,0
2011年每股收益超过3元的股票,NULL,0,0,NULL,0
股价小于2.8的股票,NULL,0,0,NULL,0
近半年 股价上涨20%， 新材料,NULL,0,0,NULL,0
2012中报业绩大于100%的股票,NULL,0,0,NULL,0
2012年一季度每股收益最大的股票,NULL,0,0,NULL,0
2012年中报业绩大于200%的股票,NULL,0,0,NULL,0
户均持股数多于10000股的,NULL,0,0,NULL,0
摘帽概念股有哪些,NULL,0,0,NULL,0
连续3年ROE大于20%,NULL,0,0,NULL,0
新三板都有哪些股票,NULL,0,0,NULL,0
饮料 业绩大幅上升,NULL,0,0,NULL,0
今年一季度收入增长50%以上,NULL,0,0,NULL,0
一季度高增长,NULL,0,0,NULL,0
珠三角概念股,NULL,0,0,NULL,0
dde大单净量大于3,NULL,0,0,NULL,0
dde大单净量大于2,NULL,0,0,NULL,0
流通市值10亿以下,NULL,0,0,NULL,0
生物质能概念,NULL,0,0,NULL,0
年收入复合增长大于30%，毛利率大于50%,NULL,0,0,NULL,0
基金持股比例大于30%的股票,NULL,0,0,NULL,0
市盈率0-10，市净率0-2，净利润为正,NULL,0,0,NULL,0
2012年中报分红送转的股票,NULL,0,0,NULL,0
深市 流通市值小于10亿 收益率大于10%,NULL,0,0,NULL,0
2011年年报业绩同比增长,NULL,0,0,NULL,0
2012年股价翻番的股票,NULL,0,0,NULL,0
2012年半年报预增股,NULL,0,0,NULL,0
与核电相关股票,NULL,0,0,NULL,0
收盘价小于10元，连续4天涨幅大于0.5%,NULL,0,0,NULL,0
次新股概念,NULL,0,0,NULL,0
昨天涨停的个股,NULL,0,0,NULL,0
"预盈200%以上,近5日上涨10%以上",NULL,0,0,NULL,0
市值低于60亿  股价低于20 食品饮料,NULL,0,0,NULL,0
10日均线上穿30日均线 总股本小于5亿 最新价小于7元,NULL,0,0,NULL,0
公积金8元以上的股票,NULL,0,0,NULL,0
一年来跌幅前50名的股票,NULL,0,0,NULL,0
毛利率最高的医疗器材股,NULL,0,0,NULL,0
船舶制造板块,NULL,0,0,NULL,0
磷肥,NULL,0,0,NULL,0
节能环保昨日涨幅最高,NULL,0,0,NULL,0
最近半年涨幅大于10%的小盘股,NULL,0,0,NULL,0
每股收益一季度同比增长30%以上，每股收益大于0.1元,NULL,0,0,NULL,0
今年以来大股东增持100%的股票,NULL,0,0,NULL,0
净利润增300%,NULL,0,0,NULL,0
盈利增长在500%以上,NULL,0,0,NULL,0
毛利率80%以上的股票  2012年中报预增40%以上的股票,NULL,0,0,NULL,0
地产板块,NULL,0,0,NULL,0
2012年5月跌幅最多的股票,NULL,0,0,NULL,0
做汽车的公司,NULL,0,0,NULL,0
最近七天股价下跌10%,NULL,0,0,NULL,0
一季度业绩增长大于30%,NULL,0,0,NULL,0
涨幅达到8%以上的股票,NULL,0,0,NULL,0
2012年中报业绩预增100的股票,NULL,0,0,NULL,0
股指期货,NULL,0,0,NULL,0
4月以来大股东增持的比例>100%的股票,NULL,0,0,NULL,0
5月涨幅最高的20支股票,NULL,0,0,NULL,0
生产碳酸锂的公司,NULL,0,0,NULL,0
净利润增长50%以上的医药股,NULL,0,0,NULL,0
连续3年净利润率大于20％ ROE大于10% 负债率小于30%,NULL,0,0,NULL,0
创5日新高的股票,NULL,0,0,NULL,0
动态市盈率最低,NULL,0,0,NULL,0
2012年中报业绩超过100%,NULL,0,0,NULL,0
每股盈余公积金大于2元每股未分配利润大于2元,NULL,0,0,NULL,0
连续五年净资产收益率大于百分之20,NULL,0,0,NULL,0
五月跌幅超过20%的股票,NULL,0,0,NULL,0
奥维通信中报业绩预测,NULL,0,0,NULL,0
"预盈100%以上,近5日上涨8%以上",NULL,0,0,NULL,0
市盈率最低，市盈率为正，利润为正，非ST股票,NULL,0,0,NULL,0
每股盈利大于0.9元,NULL,0,0,NULL,0
5天内换手率超过30%的股票,NULL,0,0,NULL,0
今年以来涨幅最高的股票,NULL,0,0,NULL,0
2012年3月上市的股票,NULL,0,0,NULL,0
连续5天上涨,NULL,0,0,NULL,0
股指期货指标股,NULL,0,0,NULL,0
净利润同比增幅最高,NULL,0,0,NULL,0
2012中报预增大于200%的股票,NULL,0,0,NULL,0
盘子最小的电力股,NULL,0,0,NULL,0
医药制造毛利率最高的企业,NULL,0,0,NULL,0
有重组预期的上市公司,NULL,0,0,NULL,0
2012中报预增 总股本2亿以下 上市2年以内 股价20元以下,NULL,0,0,NULL,0
净利润在1亿以上的公司,NULL,0,0,NULL,0
最近半年跌幅超过20%小盘股,NULL,0,0,NULL,0
今日未发生交易的股票,NULL,0,0,NULL,0
股价在3.5元以下的股票,NULL,0,0,NULL,0
市净率15以下的股票,NULL,0,0,NULL,0
最近10天涨幅最大的股,NULL,0,0,NULL,0
指标股资金流入最多的股票,NULL,0,0,NULL,0
股票市值小于10亿,NULL,0,0,NULL,0
2011年分红最多的上市公司,NULL,0,0,NULL,0
2012年一季报预增,NULL,0,0,NULL,0
低价强势股   小盘,NULL,0,0,NULL,0
2012年中报预增的有色股票,NULL,0,0,NULL,0
 负债率最高的股票,NULL,0,0,NULL,0
最近三年净利润复合增长率30%，股价<10元,NULL,0,0,NULL,0
主营 疫苗 eps 收盘价,NULL,0,0,NULL,0
医药生物资金流入最大的股票,NULL,0,0,NULL,0
收盘价-每股净资产<0 银行股,NULL,0,0,NULL,0
滨海概念股,NULL,0,0,NULL,0
上海本地股有哪些,NULL,0,0,NULL,0
连续五年roe大于30%的,NULL,0,0,NULL,0
农药产品的股票有哪些,NULL,0,0,NULL,0
涨停股,NULL,0,0,NULL,0
